passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Elizabeth Brown,09/10/2017 12:11:25 PM,09/10/2017 12:18:11 PM,Cash,1,1.32,7,1.56,0
Chad Garner,01/18/2017 4:34:16 PM,01/18/2017 4:38:22 PM,Cash,1,0.6,4.5,1.25,0
Roger Pacheco,02/04/2017 7:21:27 PM,02/04/2017 7:32:39 PM,Cash,6,1.57,9,1.96,0
Erin Johnson,05/05/2017 10:44:04 AM,05/05/2017 10:54:26 AM,Cash,1,0.6,7.5,0,0
Jason Frank,06/19/2017 3:04:25 PM,06/19/2017 3:58:34 PM,Debit Card,5,11.49,41,0,5.76
Henry Quinn,07/05/2017 1:52:26 PM,07/05/2017 1:58:27 PM,Cash,1,0.7,5.5,1.55,0
Michelle Crawford,09/21/2017 9:13:09 AM,09/21/2017 10:00:23 AM,Credit Card,1,2.8,27,5.55,0
Christopher Brown,02/19/2017 10:50:12 AM,02/19/2017 10:57:29 AM,Cash,1,1.4,7.5,0,0
Kenneth Mayer,07/30/2017 1:44:13 PM,07/30/2017 2:00:07 PM,Cash,1,3.08,13.5,0,0
Christina Warren,01/16/2017 12:18:42 AM,01/16/2017 12:34:49 AM,Debit Card,3,4.48,15.5,0,0
Keith Blake,04/29/2017 3:22:17 PM,04/29/2017 3:30:53 PM,Cash,1,1.1,7.5,0,0
Ross Hurley,03/03/2017 6:47:11 AM,03/03/2017 6:57:53 AM,Credit Card,1,2.8,10.5,1.7,0
Brian Williams,06/29/2017 6:57:37 AM,06/29/2017 7:03:48 AM,Cash,1,0.85,6,1.36,0
Edward Miller,12/02/2017 7:00:03 PM,12/02/2017 7:19:08 PM,Cash,1,1.9,12.5,0,0
Sarah Harris,07/27/2017 9:56:34 AM,07/27/2017 10:02:03 AM,Cash,1,0.8,6,0,0
Mary Stephenson,05/15/2017 9:54:39 PM,05/15/2017 10:06:56 PM,Debit Card,1,2.24,10.5,2.36,0
Diana Copeland,10/27/2017 2:54:01 PM,10/27/2017 3:09:42 PM,Cash,1,1.1,10.5,1,0
Karen Johnson,06/05/2017 4:16:31 PM,06/05/2017 4:24:43 PM,Debit Card,1,1.5,7,1.75,0
Casey Gilbert,08/15/2017 10:05:36 PM,08/15/2017 10:07:27 PM,Cash,1,0.6,4,0,0
Chad Roy,04/11/2017 9:51:36 PM,04/11/2017 10:27:05 PM,Cash,4,8.13,29.5,0,0
Devon Dalton,06/15/2017 11:02:45 AM,06/15/2017 11:16:43 AM,Cash,1,1.3,10,2.15,0
Stacy Mcdonald,07/05/2017 6:15:42 PM,07/05/2017 6:19:39 PM,Credit Card,1,0.36,4.5,0,0
Joshua Smith,12/25/2017 11:17:27 AM,12/25/2017 11:26:17 AM,Cash,1,3,10.5,0,0
Joshua Ramos,06/29/2017 1:30:13 PM,06/29/2017 1:35:02 PM,Cash,2,0.34,4.5,0,0
Travis Stewart,10/21/2017 6:19:33 PM,10/21/2017 6:27:31 PM,Cash,1,0.9,6.5,1,0
Lori Mccullough,08/10/2017 7:15:58 AM,08/10/2017 7:26:47 AM,Credit Card,1,3.1,11.5,1.23,0
Jacqueline Lopez,10/28/2017 7:57:39 AM,10/28/2017 7:58:58 AM,Cash,1,0.58,3.5,0,0
Kenneth Ortiz,01/22/2017 5:39:21 PM,01/22/2017 5:56:38 PM,Cash,1,3.42,14,2,0
Jessica Reilly,02/11/2017 4:11:36 PM,02/11/2017 4:18:35 PM,Cash,1,0.7,6.5,0,0
Alexis Lopez,10/30/2017 10:00:18 PM,10/30/2017 10:18:48 PM,Debit Card,1,3.73,15,0,0
Melissa Jones,07/26/2017 3:14:14 PM,07/26/2017 3:46:24 PM,Credit Card,1,12.17,34.5,0,0
Susan Baker,10/23/2017 5:39:02 PM,10/23/2017 5:45:20 PM,Debit Card,1,0.9,6,0,0
William Hickman,12/04/2017 12:28:41 PM,12/04/2017 12:35:09 PM,Cash,1,0.7,6,1.35,0
Alan Williams,02/19/2017 5:35:08 AM,02/19/2017 5:47:33 AM,Credit Card,1,3.4,12.5,0,0
John Gray,03/03/2017 3:17:48 PM,03/03/2017 3:27:11 PM,Cash,2,1.52,8,0,0
Michelle Herrera,05/17/2017 7:48:08 PM,05/17/2017 7:59:50 PM,Credit Card,1,1.25,9,0,0
Jamie Phillips,04/26/2017 7:22:21 PM,04/26/2017 7:33:20 PM,Credit Card,2,3.3,12,2,0
Angela Beck,12/07/2017 6:13:30 AM,12/07/2017 6:22:04 AM,Debit Card,1,1.3,8,1.75,0
Daniel Kerr,04/19/2017 8:49:00 PM,04/19/2017 9:02:24 PM,Debit Card,1,2.15,11,2.46,0
Katrina Holden,10/19/2017 12:51:23 PM,10/19/2017 1:24:58 PM,Credit Card,6,7.97,28.5,8.76,5.76
Jennifer Hughes,08/11/2017 8:26:00 PM,08/11/2017 8:38:14 PM,Debit Card,1,3.49,12,2.66,0
Jeffrey Ray,05/07/2017 5:37:34 PM,05/07/2017 5:44:16 PM,Cash,1,1.3,6.5,1.45,0
Mitchell Gardner,05/02/2017 10:40:46 PM,05/02/2017 10:58:14 PM,Cash,1,2.53,13.5,3.7,0
Theresa Greene,06/13/2017 3:25:19 PM,06/13/2017 3:31:17 PM,Credit Card,1,0.82,6,1.28,0
Lisa Jennings,03/30/2017 8:06:45 PM,03/30/2017 8:15:27 PM,Debit Card,1,1.4,8,1.85,0
Christy Spencer,02/02/2017 8:49:54 PM,02/02/2017 8:52:30 PM,Debit Card,6,1.08,5,1.26,0
Melissa Stanley,11/09/2017 6:06:09 PM,11/09/2017 6:19:07 PM,Credit Card,1,1.26,9,0,0
Lori Porter,11/15/2017 6:01:09 PM,11/15/2017 6:27:15 PM,Credit Card,1,3,16,3,0
Christopher Rice,06/16/2017 8:16:23 PM,06/16/2017 8:27:09 PM,Cash,3,1.1,8.5,1.2,0
Donald Brown,03/07/2017 1:14:04 PM,03/07/2017 1:20:13 PM,Cash,1,1.2,6,0,0
Sarah Mccarty,05/19/2017 12:38:05 PM,05/19/2017 12:49:27 PM,Cash,1,1.7,9,2.45,0
Heidi Bates,12/10/2017 7:34:11 AM,12/10/2017 7:36:00 AM,Cash,6,0.79,4.5,1.06,0
Karen West,01/08/2017 4:33:23 PM,01/08/2017 4:50:49 PM,Cash,1,4.9,17.5,0,0
Cynthia Lewis DVM,03/23/2017 7:41:19 AM,03/23/2017 7:45:10 AM,Cash,2,0.4,4.5,1.05,0
Christopher Moreno,08/28/2017 3:20:42 PM,08/28/2017 3:42:43 PM,Credit Card,2,2.3,14.5,0,0
David Lopez,05/03/2017 8:08:51 PM,05/03/2017 8:17:12 PM,Credit Card,1,1.5,7.5,2,0
Joseph Washington,11/26/2017 1:59:12 PM,11/26/2017 2:44:27 PM,Credit Card,1,9.3,37,0,0
Alexis Macias,03/23/2017 9:35:06 AM,03/23/2017 9:51:39 AM,Credit Card,1,1.56,11.5,1,0
Patrick Miller,05/13/2017 2:19:43 AM,05/13/2017 2:38:00 AM,Cash,1,3.3,14,1,0
Sara Frazier,09/28/2017 3:12:46 PM,09/28/2017 3:33:00 PM,Credit Card,1,2,14,2.95,0
Jennifer Adams,08/20/2017 10:51:43 PM,08/20/2017 10:59:54 PM,Cash,2,1.37,7.5,1.76,0
John Thornton,04/14/2017 11:02:15 AM,04/14/2017 11:24:40 AM,Cash,1,9.2,27.5,7,5.76
Sherry Young,06/15/2017 10:53:05 AM,06/15/2017 11:41:15 AM,Credit Card,1,8.21,35,0,0
Melanie Gordon,09/19/2017 11:32:20 AM,09/19/2017 11:37:40 AM,Debit Card,1,0.9,5.5,0,0
Audrey Hernandez,06/14/2017 9:05:30 AM,06/14/2017 9:12:13 AM,Debit Card,1,1.7,7.5,0,0
Jon Jones,03/28/2017 7:06:24 PM,03/28/2017 7:09:08 PM,Debit Card,1,0.62,4,0,0
Stephanie Greene,10/16/2017 9:55:14 PM,10/16/2017 10:04:31 PM,Debit Card,2,1.64,8.5,0,0
James Gomez,05/28/2017 12:54:41 AM,05/28/2017 1:12:29 AM,Debit Card,1,5.52,18,0,0
Elizabeth Hurley,11/05/2017 9:36:55 AM,11/05/2017 9:50:12 AM,Credit Card,1,3.1,12.5,2.65,0
John Garcia,09/01/2017 9:49:35 AM,09/01/2017 9:57:19 AM,Cash,1,1.5,8,1,0
Paul Miller,09/13/2017 6:23:15 PM,09/13/2017 6:47:16 PM,Debit Card,3,3.97,18.5,2,0
Jacob Wilcox,07/09/2017 1:05:21 PM,07/09/2017 1:24:10 PM,Cash,3,4.94,18,3.76,0
John Moore,07/20/2017 7:40:53 PM,07/20/2017 7:57:31 PM,Cash,1,4.82,17,1,0
Chris Smith,07/16/2017 7:47:38 AM,07/16/2017 7:59:21 AM,Cash,1,2.7,11.5,2.45,0
Michael Jones,12/20/2017 9:32:02 PM,12/20/2017 9:42:44 PM,Debit Card,1,2.4,10,2.25,0
Michelle Kelley,02/14/2017 10:05:16 PM,02/14/2017 10:13:20 PM,Credit Card,1,1.33,7.5,2,0
Brianna Wall,02/07/2017 8:10:20 PM,02/07/2017 8:16:15 PM,Cash,2,0.7,6,2.7,0
Laura Wagner,04/27/2017 7:45:03 AM,04/27/2017 8:03:26 AM,Cash,1,2.84,14,2.96,0
Christopher Huber,05/10/2017 7:47:17 PM,05/10/2017 7:56:24 PM,Cash,1,1.91,8.5,1,0
James Nelson MD,10/04/2017 7:20:18 PM,10/04/2017 7:23:31 PM,Credit Card,2,0.6,4.5,1.25,0
Anna Williamson,06/17/2017 4:22:37 PM,06/17/2017 4:25:44 PM,Cash,2,1.01,5,1.16,0
Mr. William Horn,02/20/2017 3:50:20 PM,02/20/2017 3:56:01 PM,Cash,1,1.16,6.5,1.46,0
Ronald Chung,11/18/2017 1:30:52 PM,11/18/2017 1:57:35 PM,Credit Card,1,1.1,17,2.67,0
James Johnson,08/07/2017 6:21:34 PM,08/07/2017 6:29:43 PM,Cash,1,1.2,7.5,1.86,0
Andrea Green,07/31/2017 11:33:06 AM,07/31/2017 11:40:48 AM,Cash,1,1.47,7.5,2.08,0
Matthew Ross,11/04/2017 11:30:02 AM,11/04/2017 11:40:40 AM,Debit Card,1,1.5,9,1.47,0
Christian King,03/22/2017 9:45:56 AM,03/22/2017 10:02:36 AM,Debit Card,1,1.5,11.5,2,0
Stephanie Wallace,10/26/2017 10:46:09 AM,10/26/2017 11:12:51 AM,Cash,1,1.18,15.5,0,0
Timothy Smith,11/16/2017 6:50:19 PM,11/16/2017 7:13:09 PM,Cash,1,3.6,17,3.75,0
Sarah Allen,01/04/2017 11:21:10 PM,01/04/2017 11:31:00 PM,Cash,2,2,9,1,0
Lori Rogers,01/29/2017 1:34:10 PM,01/29/2017 2:27:14 PM,Cash,1,11.83,46,0,5.54
Joseph Walker,06/02/2017 2:49:49 PM,06/02/2017 2:58:55 PM,Debit Card,3,1.5,8,1.76,0
Cassandra Wiggins,07/15/2017 8:02:56 PM,07/15/2017 8:15:09 PM,Debit Card,1,1.6,9.5,1.25,0
David Drake,07/22/2017 2:56:22 AM,07/22/2017 3:00:46 AM,Cash,3,0.58,5,1.26,0
Heather Weber,06/28/2017 11:30:37 AM,06/28/2017 11:44:18 AM,Cash,2,1.15,9.5,0,0
Andrew King,06/03/2017 11:54:33 AM,06/03/2017 12:01:40 PM,Credit Card,1,0.9,6.5,1.45,0
Alyssa Nguyen,07/25/2017 10:11:28 PM,07/25/2017 10:16:18 PM,Credit Card,1,0.59,5,0,0
David Walker,01/18/2017 7:32:58 PM,01/18/2017 8:07:28 PM,Debit Card,5,12.34,37.5,0,0
Julian Ford,07/10/2017 2:35:10 PM,07/10/2017 2:40:07 PM,Cash,5,0.63,5,1.16,0
Mrs. Nancy Hernandez PhD,06/12/2017 7:33:14 PM,06/12/2017 7:41:18 PM,Cash,1,1.6,8,1,0
Karen Collins,06/06/2017 9:25:07 AM,06/06/2017 9:35:30 AM,Cash,1,1.53,8.5,1.86,0
Douglas Spencer,03/25/2017 9:47:36 AM,03/25/2017 9:51:29 AM,Cash,1,0.82,5,0,0
Blake Leach,02/11/2017 12:43:26 AM,02/11/2017 12:50:19 AM,Debit Card,2,1.59,7.5,0,0
Henry Russell,07/17/2017 5:22:59 AM,07/17/2017 5:27:20 AM,Cash,2,0.97,5.5,0,0
Erin Everett,04/07/2017 12:06:01 AM,04/07/2017 12:16:52 AM,Credit Card,1,1.37,8.5,2.94,0
James Raymond,03/13/2017 2:28:51 PM,03/13/2017 2:41:34 PM,Cash,1,0.6,8.5,0,0
Jennifer Stewart,09/29/2017 5:39:47 PM,09/29/2017 6:24:16 PM,Credit Card,1,13.1,40.5,6,5.76
Sean Morris,03/24/2017 1:19:21 PM,03/24/2017 1:44:39 PM,Cash,1,3.89,18,0,0
Kristi Stark,09/07/2017 6:08:04 PM,09/07/2017 6:20:01 PM,Credit Card,1,0.9,8.5,0,0
David Morgan,04/30/2017 9:23:48 PM,04/30/2017 9:35:46 PM,Debit Card,1,1.9,9.5,0,0
Christine Wong,05/02/2017 3:38:11 PM,05/02/2017 3:48:21 PM,Cash,1,1.03,8,1.76,0
Erica Case,03/07/2017 9:47:57 AM,03/07/2017 9:58:03 AM,Credit Card,1,1.8,8.5,0,0
Sean Cantu,11/02/2017 5:03:52 PM,11/02/2017 5:18:13 PM,Debit Card,1,1.3,10,2.35,0
Carol Owens,08/03/2017 10:18:48 PM,08/03/2017 10:41:04 PM,Cash,2,3.4,16,1,0
Jessica Glover,05/21/2017 9:17:11 PM,05/21/2017 9:24:46 PM,Debit Card,3,1.26,7.5,0,0
Michael Murphy,01/20/2017 7:17:10 PM,01/20/2017 7:24:42 PM,Credit Card,1,1.2,7,2.6,0
Bridget Clark,05/11/2017 7:23:54 PM,05/11/2017 7:26:05 PM,Credit Card,1,0.61,4,0,0
Jeremiah Butler,06/07/2017 7:04:11 AM,06/07/2017 7:16:50 AM,Debit Card,1,2.6,11,2.35,0
Charles Larson,06/12/2017 11:31:52 AM,06/12/2017 11:34:57 AM,Credit Card,1,0.6,4.5,1,0
Shannon York,12/03/2017 7:34:26 PM,12/03/2017 7:53:15 PM,Credit Card,1,2.09,12.5,0,0
Danielle Wilkins,08/18/2017 4:40:10 PM,08/18/2017 4:43:03 PM,Cash,1,0.75,4.5,0,0
Alexis Miller,08/06/2017 3:24:16 PM,08/06/2017 3:28:08 PM,Cash,1,0.5,4.5,0.64,0
Ricky Perry,11/03/2017 5:25:30 PM,11/03/2017 5:48:42 PM,Debit Card,2,2.5,16,0,0
Robert Nelson,05/30/2017 7:00:51 AM,05/30/2017 7:04:42 AM,Debit Card,3,0.51,4.5,0,0
Nicholas Torres,04/19/2017 2:12:16 PM,04/19/2017 2:21:34 PM,Cash,1,0.94,7.5,2.08,0
Sherry Hunter MD,10/12/2017 10:57:18 PM,10/12/2017 11:02:05 PM,Debit Card,1,0.82,5.5,1.25,0
Gary Smith,06/09/2017 10:58:15 AM,06/09/2017 11:08:15 AM,Cash,1,1.81,8.5,2.32,0
Willie Fritz,02/25/2017 12:02:05 PM,02/25/2017 12:08:15 PM,Debit Card,1,1.16,6.5,0,0
Robert Thomas,01/07/2017 8:56:52 AM,01/07/2017 9:10:38 AM,Debit Card,2,11.32,94.2,0,0
Annette Reed,09/07/2017 11:49:02 AM,09/07/2017 12:41:34 PM,Cash,1,12.1,44,10.11,5.76
Patrick Martinez,10/17/2017 4:44:25 AM,10/17/2017 4:50:11 AM,Cash,1,0.9,6,0,0
Elizabeth Elliott,11/16/2017 1:47:57 AM,11/16/2017 1:48:55 AM,Cash,5,0.38,3,0,0
Casey Wheeler,04/12/2017 4:32:48 PM,04/12/2017 4:40:48 PM,Cash,2,1.7,8,1.95,0
Abigail Smith,04/30/2017 2:29:20 AM,04/30/2017 2:49:01 AM,Cash,1,5,17,0,0
William Norris,10/24/2017 6:15:21 PM,10/24/2017 6:21:34 PM,Credit Card,1,0.77,6,1.56,0
Chris Bautista,02/04/2017 6:44:24 AM,02/04/2017 6:44:25 AM,Credit Card,2,0,59,11.86,0
Kara Norman,02/20/2017 9:35:03 PM,02/20/2017 9:40:17 PM,Credit Card,1,1,5.5,0,0
Darryl Garcia,09/28/2017 8:09:32 PM,09/28/2017 8:23:56 PM,Debit Card,1,1.84,11,0,0
Janet Giles,02/15/2017 4:55:37 PM,02/15/2017 5:15:50 PM,Cash,1,1.9,13.5,0,0
John Jones,04/20/2017 9:55:17 PM,04/20/2017 10:04:27 PM,Cash,1,2,8.5,1,0
Curtis Brooks,12/19/2017 7:41:10 PM,12/19/2017 7:52:41 PM,Cash,2,1.7,9,0,0
Joanna Arnold,01/07/2017 12:51:57 AM,01/07/2017 1:09:18 AM,Credit Card,2,4.52,16.5,0,0
Christina Williams,07/11/2017 6:37:28 PM,07/11/2017 7:11:57 PM,Credit Card,2,10.69,35,7.36,0
Michael Solomon,12/13/2017 12:19:29 PM,12/13/2017 12:19:39 PM,Credit Card,1,0.01,52,17.57,5.76
Gail Duncan,01/11/2017 6:01:08 AM,01/11/2017 6:05:10 AM,Credit Card,1,0.6,5,1,0
Kelli Allen,09/28/2017 7:34:16 PM,09/28/2017 7:35:37 PM,Credit Card,1,0.41,3.5,0,0
Jeffrey Morales,03/02/2017 2:16:00 PM,03/02/2017 2:25:49 PM,Debit Card,1,1.9,9,0,0
Kathy Scott,03/08/2017 10:25:38 PM,03/08/2017 10:35:18 PM,Cash,5,1.91,8.5,2.94,0
Ray Schneider,02/10/2017 10:05:16 PM,02/10/2017 10:11:06 PM,Debit Card,3,0.98,6,1.82,0
Stephanie Romero,11/10/2017 4:29:49 PM,11/10/2017 4:40:52 PM,Credit Card,1,0.9,8,0,0
Patty Mendoza,12/13/2017 10:44:23 PM,12/13/2017 11:08:40 PM,Debit Card,1,5.43,20,5.32,0
Melanie Rodgers,10/27/2017 9:32:39 PM,10/27/2017 9:44:50 PM,Credit Card,1,2.25,10.5,2.36,0
Sarah Lewis,08/28/2017 2:13:49 PM,08/28/2017 2:19:52 PM,Credit Card,1,1.07,6.5,1.82,0
Jorge Odonnell,12/26/2017 6:08:40 PM,12/26/2017 6:16:35 PM,Cash,1,1.42,7.5,2.79,0
Jacqueline Stephens,10/26/2017 9:41:01 AM,10/26/2017 9:51:32 AM,Cash,1,0.7,7.5,1,0
Shelby Parrish,01/26/2017 12:50:42 PM,01/26/2017 1:00:55 PM,Cash,2,1.5,8.5,1.85,0
Manuel Roman,10/10/2017 3:46:17 PM,10/10/2017 4:16:48 PM,Cash,1,3.77,20.5,1.5,0
Matthew Brown,10/24/2017 5:31:11 PM,10/24/2017 5:37:28 PM,Cash,1,0.86,6,1,0
Ronald Juarez,11/13/2017 8:38:36 PM,11/13/2017 9:23:17 PM,Cash,1,9.8,38,9,5.76
Tara Escobar,11/25/2017 7:28:05 PM,11/25/2017 7:42:37 PM,Credit Card,1,2.8,12,0,0
Samantha Burke,09/17/2017 1:43:50 AM,09/17/2017 1:48:37 AM,Cash,4,1.1,5.5,1.36,0
Jasmine Hall,01/28/2017 10:33:00 PM,01/28/2017 10:36:18 PM,Cash,1,0.8,5,1.25,0
Michael Pena,10/23/2017 2:50:59 PM,10/23/2017 3:00:05 PM,Credit Card,1,2.1,9,1.95,0
Stacey Taylor,09/24/2017 11:22:07 AM,09/24/2017 12:02:21 PM,Cash,2,20.11,52,11.71,5.76
Donald Tran MD,05/15/2017 10:23:58 PM,05/15/2017 10:39:26 PM,Cash,1,7.62,22.5,0,0
Karen Perry,04/23/2017 4:09:47 AM,04/23/2017 4:14:11 AM,Cash,1,0.64,5,1.89,0
Laura Buchanan,10/01/2017 3:50:25 PM,10/01/2017 3:58:47 PM,Cash,1,1.1,7.5,1.7,0
Curtis Lynch,06/06/2017 10:55:48 PM,06/06/2017 11:02:13 PM,Debit Card,1,1.7,7.5,2.2,0
Larry Hamilton,05/27/2017 3:49:39 PM,05/27/2017 4:04:43 PM,Cash,1,5.2,17.5,2,0
Amanda Logan,08/10/2017 4:57:31 PM,08/10/2017 5:07:51 PM,Debit Card,2,0.6,7.5,0,0
Anthony Hoffman,07/23/2017 9:11:54 PM,07/23/2017 9:32:39 PM,Cash,1,3.73,15.5,3.36,0
Stephanie Sanders,05/25/2017 6:24:48 AM,05/25/2017 6:35:43 AM,Credit Card,1,2.9,11,1.77,0
Cody Carr,01/12/2017 5:25:53 PM,01/12/2017 5:37:57 PM,Credit Card,1,1.49,9.5,1.7,0
Briana Hahn,12/18/2017 8:54:50 PM,12/18/2017 9:04:29 PM,Cash,1,1.7,9,1.5,0
Amy Hall,12/31/2017 8:16:12 PM,12/31/2017 8:23:54 PM,Debit Card,1,0.83,6.5,0,0
Kimberly Jones,08/03/2017 2:33:09 AM,08/03/2017 2:45:37 AM,Cash,1,3.6,13,2.85,0
Timothy Espinoza,10/22/2017 10:46:29 AM,10/22/2017 10:52:02 AM,Cash,1,1.53,7,1.56,0
Sara Scott,04/16/2017 5:54:18 PM,04/16/2017 6:01:14 PM,Cash,1,1.22,6.5,1.46,0
Cynthia Archer,07/19/2017 11:08:11 AM,07/19/2017 11:34:06 AM,Cash,6,1.9,16,0,0
Kelli Rios,08/17/2017 12:54:01 PM,08/17/2017 12:59:13 PM,Cash,1,0.78,5.5,1.26,0
Virginia Vasquez,09/25/2017 6:05:07 AM,09/25/2017 6:12:12 AM,Credit Card,1,1,6.5,1,0
Charles Alvarado,06/24/2017 3:19:17 PM,06/24/2017 3:31:53 PM,Cash,1,2,10,0,0
Joshua Browning,07/22/2017 12:11:14 AM,07/22/2017 12:20:15 AM,Cash,1,1.2,7,1.65,0
Danny Miller,09/01/2017 10:17:26 PM,09/01/2017 10:26:57 PM,Cash,1,3.5,12.5,3.45,0
Pamela Lane,05/19/2017 4:47:30 PM,05/19/2017 5:01:42 PM,Debit Card,1,1.22,10,2.36,0
David Freeman,01/30/2017 7:00:26 AM,01/30/2017 7:02:36 AM,Debit Card,1,0.5,4,0,0
Sean Gonzalez,07/22/2017 9:31:36 PM,07/22/2017 9:48:48 PM,Cash,4,2.04,12,2.66,0
Robert Bryant,12/14/2017 7:40:24 AM,12/14/2017 8:05:36 AM,Debit Card,1,4.8,20,3,0
Katherine Gomez,12/19/2017 3:02:56 PM,12/19/2017 3:06:09 PM,Cash,1,0.4,4,1,0
Cameron Bernard,05/17/2017 10:03:51 AM,05/17/2017 10:05:56 AM,Debit Card,1,0.4,3.5,0.85,0
Christina Sanders,08/24/2017 10:41:12 PM,08/24/2017 10:53:54 PM,Cash,1,2.86,12,0,0
Margaret Payne,07/29/2017 7:38:34 PM,07/29/2017 7:50:57 PM,Cash,1,2.4,11,0,0
Xavier Little DVM,11/05/2017 12:42:57 PM,11/05/2017 12:52:43 PM,Credit Card,6,2.75,10.5,0,0
Daisy Sanders,10/17/2017 8:12:41 PM,10/17/2017 8:19:31 PM,Cash,1,0.9,6,0,0
Alejandra White,09/14/2017 9:25:53 PM,09/14/2017 9:39:25 PM,Cash,1,1,9.5,2,0
Natalie James,10/09/2017 6:10:23 PM,10/09/2017 6:17:51 PM,Credit Card,1,1,6.5,1.2,0
Lisa Hernandez,06/10/2017 4:19:41 PM,06/10/2017 4:43:16 PM,Cash,1,3.1,16.5,3.45,0
Andrew Cruz,10/14/2017 1:35:09 PM,10/14/2017 1:46:54 PM,Cash,6,1.77,9.5,2.58,0
Whitney Wood,05/09/2017 12:04:12 PM,05/09/2017 12:31:18 PM,Credit Card,1,2.5,16.5,3.45,0
John Anderson,11/09/2017 6:48:00 AM,11/09/2017 6:53:01 AM,Credit Card,1,1.6,7,1.55,0
Jonathan Williams,08/24/2017 7:04:35 AM,08/24/2017 7:11:14 AM,Debit Card,1,0.57,6,1.36,0
Glenn Dyer,09/24/2017 3:53:45 PM,09/24/2017 4:11:44 PM,Debit Card,1,5.12,19,0,0
Amy Garza,10/24/2017 2:02:27 PM,10/24/2017 2:20:06 PM,Cash,1,0.7,11.5,3.65,0
Robert Roach,10/03/2017 12:06:24 AM,10/03/2017 12:13:50 AM,Cash,1,1.39,7,2.08,0
Eric Wilson,07/20/2017 3:38:54 PM,07/20/2017 4:07:08 PM,Credit Card,2,1.3,16.5,3.45,0
Alexandra Townsend,06/30/2017 5:41:11 PM,06/30/2017 5:49:09 PM,Debit Card,1,1,7,1.75,0
Rhonda Smith,01/30/2017 4:34:14 AM,01/30/2017 4:39:53 AM,Cash,1,1.1,6,0,0
Sierra Wong,07/24/2017 12:09:31 AM,07/24/2017 12:32:36 AM,Credit Card,1,10.21,31,8.08,0
Robert Simmons,12/14/2017 7:33:00 AM,12/14/2017 7:50:04 AM,Cash,2,1.9,12,0,0
Kathryn Johnston,03/29/2017 7:46:12 AM,03/29/2017 7:52:23 AM,Debit Card,1,1.02,6,0,0
Morgan Cook,12/11/2017 9:46:29 PM,12/11/2017 9:55:48 PM,Cash,1,1.7,8.5,1.5,0
Joshua Cook,01/05/2017 12:40:16 PM,01/05/2017 12:40:23 PM,Cash,1,0,2.5,0.95,0
Megan Dodson,01/06/2017 11:31:01 PM,01/06/2017 11:35:04 PM,Credit Card,2,0.88,5,0,0
Mark Galloway,11/04/2017 10:52:21 PM,11/04/2017 10:56:00 PM,Debit Card,1,0.57,4.5,0,0
Dana Ramirez,01/21/2017 3:42:31 AM,01/21/2017 3:50:32 AM,Cash,1,2.02,8.5,0,0
Kelsey Peters,03/29/2017 1:52:45 PM,03/29/2017 2:23:31 PM,Cash,1,8.37,29,8.89,5.76
Jesse Douglas,02/28/2017 9:04:31 AM,02/28/2017 9:12:56 AM,Cash,2,1.32,7.5,1,0
Ryan Anderson,10/30/2017 5:16:09 PM,10/30/2017 5:20:59 PM,Cash,3,0.8,5.5,0,0
Michelle Williams,12/25/2017 10:28:31 AM,12/25/2017 10:38:21 AM,Credit Card,5,1.61,9,1.96,0
Joshua Johnson,01/01/2017 12:52:09 PM,01/01/2017 1:04:04 PM,Debit Card,2,1.48,8.5,0,0
Thomas Wiggins,01/12/2017 2:02:53 PM,01/12/2017 2:15:24 PM,Debit Card,1,1.46,9.5,1.5,0
Jocelyn Salinas,08/06/2017 11:00:04 AM,08/06/2017 11:03:43 AM,Cash,3,1.63,6.5,3,0
Dana Smith,09/27/2017 3:34:02 PM,09/27/2017 4:03:48 PM,Cash,1,2.5,18.5,0,0
Patrick Shah,04/11/2017 7:40:27 PM,04/11/2017 8:00:49 PM,Credit Card,6,6.85,22.5,3,0
Maria Hart,03/22/2017 11:56:18 PM,03/23/2017 12:12:45 AM,Credit Card,1,3,13.5,3,0
Steven Martinez,11/22/2017 11:47:11 AM,11/22/2017 12:01:21 PM,Credit Card,1,1.79,10.5,0,0
Mary Boyd,08/31/2017 11:36:28 PM,08/31/2017 11:47:47 PM,Cash,1,2.2,10,2.8,0
Craig Murphy,01/22/2017 4:52:40 PM,01/22/2017 5:04:40 PM,Credit Card,2,1.88,9.5,2.58,0
Tamara Castillo,03/03/2017 12:55:30 AM,03/03/2017 1:22:30 AM,Cash,1,10.12,30,0,0
Kristina Jacobs,03/09/2017 9:39:57 PM,03/09/2017 9:50:04 PM,Cash,3,1.23,8,1.86,0
Roy Riley,05/19/2017 5:18:02 PM,05/19/2017 5:23:30 PM,Debit Card,1,0.99,5.5,1.46,0
Alexandra Moody,12/16/2017 6:04:27 AM,12/16/2017 6:22:02 AM,Debit Card,2,5.36,18,8,0
Danny Lloyd,03/06/2017 3:18:26 PM,03/06/2017 3:27:25 PM,Cash,1,0.87,7,0,0
Marc Martinez,06/27/2017 8:25:44 AM,06/27/2017 8:41:56 AM,Credit Card,1,3.3,14,2.95,0
Kristin Webster,05/31/2017 4:59:44 PM,05/31/2017 5:11:39 PM,Credit Card,1,1.2,9,2.7,0
